user_id,item_id,Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
1073,14,Half-Life: Alyx,32.9,Kids,50.85,Nintendo Switch,Yes,Capcom,Valve,2022,Puzzle,Yes,21.2,Medium,Poor,Poor,"Great game, but the graphics could be better.",Online,5
2612,17,Just Dance 2024,27.3,All Ages,29.67,PC,Yes,Rockstar Games,Electronic Arts,2020,Puzzle,No,42.2,Ultra,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,10
216,31,Street Fighter V,30.5,Teens,44.69,Nintendo Switch,Yes,Epic Games,Epic Games,2010,Puzzle,No,23.6,Medium,Excellent,Good,"Solid game, but too many bugs.",Online,4
1724,4,Bioshock Infinite,19.4,Kids,24.79,PlayStation,No,CD Projekt Red,Take-Two Interactive,2011,Action,Yes,30.0,Ultra,Poor,Good,"Disappointing game, but the graphics could be better.",Offline,5
1593,18,Kingdom Hearts III,16.3,Adults,21.16,Xbox,Yes,Nintendo,Take-Two Interactive,2014,Adventure,No,21.6,High,Poor,Good,"Solid game, but the graphics could be better.",Online,8
2607,38,The Sims 4,14.8,All Ages,20.18,PC,No,Bungie,Valve,2012,Party,No,12.5,Ultra,Good,Poor,"Amazing game, but the graphics could be better.",Offline,6
159,32,Super Mario Odyssey,39.2,Teens,55.31,PC,No,Game Freak,Take-Two Interactive,2018,Simulation,No,35.4,High,Good,Average,"Disappointing game, but the graphics could be better.",Offline,3
2537,33,Super Smash Bros. Ultimate,15.9,Kids,22.33,Xbox,No,CD Projekt Red,Electronic Arts,2013,Fighting,Yes,13.0,Low,Average,Excellent,"Solid game, but the gameplay is amazing.",Online,1
686,9,Fall Guys,23.3,Teens,45.06,PlayStation,Yes,Bungie,Activision,2021,Fighting,No,7.3,Medium,Average,Excellent,"Amazing game, but the graphics could be better.",Offline,8
2842,6,Counter-Strike: Global Offensive,25.1,Teens,39.94,Mobile,Yes,Innersloth,Nintendo,2011,Strategy,No,22.3,Medium,Excellent,Excellent,"Amazing game, but too many bugs.",Offline,10
1777,36,The Elder Scrolls V: Skyrim,30.6,All Ages,30.32,Mobile,Yes,EA Sports,Nintendo,2023,Strategy,No,45.0,High,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,10
2053,9,Fall Guys,36.7,Adults,47.64,Nintendo Switch,Yes,CD Projekt Red,Take-Two Interactive,2023,Sports,No,45.0,High,Average,Excellent,"Disappointing game, but the graphics could be better.",Offline,6
1844,31,Street Fighter V,17.1,Kids,27.48,PlayStation,Yes,Capcom,Electronic Arts,2016,RPG,No,8.2,Medium,Average,Excellent,"Solid game, but too many bugs.",Online,5
2409,17,Just Dance 2024,37.9,Kids,41.12,Xbox,Yes,Epic Games,Nintendo,2019,Simulation,No,53.1,High,Good,Average,"Great game, but the gameplay is amazing.",Offline,6
2507,23,Pillars of Eternity II: Deadfire,42.0,Kids,50.68,Mobile,Yes,Nintendo,Electronic Arts,2020,Sports,No,55.4,Medium,Good,Excellent,"Amazing game, but the gameplay is amazing.",Offline,5
2296,31,Street Fighter V,28.2,All Ages,39.66,Xbox,No,CD Projekt Red,Take-Two Interactive,2015,Action,Yes,31.1,High,Poor,Average,"Solid game, but the graphics could be better.",Online,2
1590,30,Stardew Valley,33.1,All Ages,31.6,Mobile,No,Epic Games,Innersloth,2014,Puzzle,Yes,55.0,High,Average,Average,"Amazing game, but the gameplay is amazing.",Online,3
1697,23,Pillars of Eternity II: Deadfire,21.3,Adults,20.38,Nintendo Switch,No,Nintendo,Nintendo,2012,Party,No,32.3,Medium,Average,Poor,"Amazing game, but the graphics could be better.",Online,4
2994,18,Kingdom Hearts III,31.2,Teens,46.96,Mobile,Yes,Epic Games,Epic Games,2017,Shooter,Yes,31.3,High,Good,Poor,"Amazing game, but the graphics could be better.",Offline,10
2470,29,Spelunky 2,27.7,Adults,24.78,Nintendo Switch,No,Game Freak,Nintendo,2018,Puzzle,Yes,56.5,Ultra,Average,Poor,"Amazing game, but the graphics could be better.",Offline,5
1947,15,Halo Infinite,32.9,All Ages,51.06,Mobile,Yes,Bungie,Innersloth,2010,Adventure,Yes,22.7,Low,Average,Excellent,"Disappointing game, but too many bugs.",Offline,6
2063,26,Red Dead Redemption 2,27.5,Adults,23.45,Mobile,Yes,Capcom,Square Enix,2020,Fighting,No,50.1,Medium,Excellent,Average,"Disappointing game, but the graphics could be better.",Offline,10
2784,15,Halo Infinite,42.9,Adults,59.78,Mobile,Yes,EA Sports,Square Enix,2010,Simulation,Yes,46.3,High,Poor,Excellent,"Solid game, but too many bugs.",Online,8
1146,21,Minecraft,24.1,All Ages,29.61,Mobile,No,EA Sports,Innersloth,2023,Shooter,Yes,26.9,Ultra,Average,Average,"Great game, but too many bugs.",Offline,8
2325,5,Call of Duty: Modern Warfare 2,26.7,Adults,46.03,Mobile,No,Bungie,Take-Two Interactive,2013,Shooter,Yes,8.5,Low,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,4
1582,5,Call of Duty: Modern Warfare 2,34.6,All Ages,46.84,Mobile,Yes,Bungie,Epic Games,2023,Strategy,No,32.9,High,Good,Average,"Amazing game, but the gameplay is amazing.",Offline,5
2501,22,Overwatch 2,43.7,All Ages,58.36,PC,No,Capcom,Nintendo,2021,Strategy,No,53.9,Medium,Average,Average,"Amazing game, but too many bugs.",Online,6
2646,34,Tekken 7,20.3,Teens,24.92,PC,No,Epic Games,Capcom,2020,Puzzle,No,19.9,Ultra,Poor,Average,"Great game, but the gameplay is amazing.",Online,1
2494,3,Animal Crossing: New Horizons,46.9,All Ages,58.8,Nintendo Switch,Yes,EA Sports,Electronic Arts,2016,RPG,No,56.6,Medium,Average,Poor,"Solid game, but too many bugs.",Online,1
2258,29,Spelunky 2,29.7,Kids,29.91,Xbox,Yes,CD Projekt Red,Activision,2015,Adventure,No,50.7,Low,Excellent,Poor,"Solid game, but the graphics could be better.",Online,6
2762,28,Sid Meier’s Civilization VI,36.7,Teens,50.48,Xbox,Yes,Capcom,Electronic Arts,2016,Puzzle,Yes,34.9,Medium,Excellent,Excellent,"Great game, but the graphics could be better.",Online,1
2350,35,Tetris,26.3,All Ages,21.49,PlayStation,Yes,Game Freak,Valve,2015,Fighting,No,50.3,Medium,Excellent,Good,"Disappointing game, but the gameplay is amazing.",Offline,10
1933,10,Fortnite,15.5,Kids,23.2,PlayStation,No,EA Sports,Electronic Arts,2021,Puzzle,Yes,14.2,Medium,Average,Poor,"Great game, but the graphics could be better.",Online,3
1758,25,Portal 2,14.8,Teens,24.07,Nintendo Switch,Yes,Capcom,Nintendo,2012,Fighting,No,8.8,Ultra,Excellent,Poor,"Great game, but the gameplay is amazing.",Online,3
2051,12,Grand Theft Auto V,33.6,All Ages,54.51,Mobile,Yes,Nintendo,Capcom,2019,Party,Yes,20.0,Ultra,Excellent,Average,"Disappointing game, but the graphics could be better.",Online,3
990,4,Bioshock Infinite,22.6,Teens,31.59,Nintendo Switch,No,Rockstar Games,Valve,2010,Fighting,Yes,18.3,Ultra,Poor,Average,"Solid game, but the graphics could be better.",Online,10
1542,24,Pokémon Scarlet & Violet,31.9,Adults,41.22,PlayStation,Yes,Nintendo,Epic Games,2011,Strategy,No,42.1,Low,Excellent,Average,"Amazing game, but the gameplay is amazing.",Online,10
1117,36,The Elder Scrolls V: Skyrim,32.8,Kids,44.02,PC,Yes,CD Projekt Red,Take-Two Interactive,2012,RPG,Yes,30.5,Medium,Average,Poor,"Great game, but the graphics could be better.",Offline,10
2568,14,Half-Life: Alyx,37.2,Kids,51.39,Nintendo Switch,No,CD Projekt Red,Activision,2014,RPG,Yes,37.1,Low,Good,Good,"Disappointing game, but too many bugs.",Offline,7
493,22,Overwatch 2,26.2,Teens,21.38,PC,Yes,EA Sports,Capcom,2012,Simulation,No,51.3,High,Excellent,Excellent,"Solid game, but the graphics could be better.",Offline,3
620,40,Tomb Raider (2013),28.7,Teens,25.38,Nintendo Switch,No,CD Projekt Red,Capcom,2012,Strategy,Yes,59.1,Ultra,Poor,Good,"Solid game, but the graphics could be better.",Online,10
2379,13,Hades,31.0,All Ages,51.38,Nintendo Switch,No,Valve,Electronic Arts,2023,Action,Yes,11.6,High,Average,Average,"Amazing game, but the gameplay is amazing.",Online,10
2381,37,The Legend of Zelda: Breath of the Wild,31.7,Adults,33.76,Nintendo Switch,Yes,Bungie,Electronic Arts,2023,Action,Yes,53.5,High,Average,Poor,"Solid game, but too many bugs.",Offline,5
2098,30,Stardew Valley,36.1,Kids,42.62,Xbox,Yes,CD Projekt Red,Capcom,2022,Simulation,No,43.4,Medium,Average,Poor,"Amazing game, but the gameplay is amazing.",Offline,2
1547,6,Counter-Strike: Global Offensive,23.8,Kids,21.2,Xbox,No,Capcom,Capcom,2018,RPG,Yes,41.9,Medium,Poor,Good,"Disappointing game, but the graphics could be better.",Online,10
863,40,Tomb Raider (2013),26.9,Teens,25.01,Xbox,Yes,Capcom,Nintendo,2017,Fighting,No,47.1,High,Excellent,Good,"Solid game, but the gameplay is amazing.",Offline,5
1692,7,Cuphead,28.4,All Ages,37.0,Nintendo Switch,Yes,Nintendo,Innersloth,2012,Party,No,38.5,Medium,Excellent,Poor,"Solid game, but too many bugs.",Online,4
1606,19,League of Legends,28.3,All Ages,34.23,PlayStation,No,EA Sports,Valve,2017,Simulation,No,40.0,Low,Poor,Good,"Disappointing game, but too many bugs.",Online,8
2320,31,Street Fighter V,23.1,All Ages,38.98,Mobile,Yes,Epic Games,Epic Games,2011,Puzzle,No,5.8,Medium,Good,Poor,"Disappointing game, but too many bugs.",Offline,2
580,40,Tomb Raider (2013),29.9,Teens,24.34,Mobile,Yes,Epic Games,Innersloth,2020,Puzzle,No,54.4,Ultra,Good,Average,"Great game, but the graphics could be better.",Online,2
1891,15,Halo Infinite,25.8,Teens,27.42,Mobile,Yes,Game Freak,Square Enix,2012,Shooter,No,40.2,Medium,Average,Excellent,"Solid game, but too many bugs.",Offline,3
1276,20,Mario Kart 8 Deluxe,38.2,All Ages,42.69,Nintendo Switch,Yes,Epic Games,Electronic Arts,2022,Party,Yes,55.7,Low,Good,Good,"Great game, but the graphics could be better.",Offline,4
2608,23,Pillars of Eternity II: Deadfire,32.0,Adults,55.87,Mobile,Yes,Epic Games,Take-Two Interactive,2020,Action,Yes,19.8,Low,Average,Average,"Solid game, but the gameplay is amazing.",Offline,5
2744,20,Mario Kart 8 Deluxe,31.5,Kids,48.25,Xbox,Yes,Capcom,Innersloth,2021,Party,Yes,19.6,Medium,Good,Good,"Solid game, but the gameplay is amazing.",Online,6
1856,38,The Sims 4,11.4,Adults,22.68,Xbox,No,Epic Games,Valve,2018,Action,Yes,6.0,Ultra,Poor,Average,"Disappointing game, but the gameplay is amazing.",Offline,3
2494,40,Tomb Raider (2013),19.7,All Ages,30.32,PC,Yes,Epic Games,Capcom,2016,Adventure,Yes,21.2,Medium,Excellent,Excellent,"Solid game, but the graphics could be better.",Offline,7
1356,16,Hitman 3,15.3,Adults,25.75,PlayStation,Yes,Valve,Capcom,2018,Shooter,Yes,5.6,Ultra,Average,Poor,"Solid game, but the gameplay is amazing.",Offline,4
1163,35,Tetris,31.3,Kids,38.2,Mobile,Yes,Nintendo,Innersloth,2013,Shooter,Yes,41.7,Ultra,Excellent,Good,"Amazing game, but the gameplay is amazing.",Online,7
357,31,Street Fighter V,24.2,All Ages,39.46,PlayStation,No,Game Freak,Square Enix,2018,Adventure,Yes,18.8,Medium,Average,Good,"Great game, but the graphics could be better.",Offline,1
1625,28,Sid Meier’s Civilization VI,38.3,Kids,58.94,Xbox,Yes,Bungie,Take-Two Interactive,2020,Fighting,Yes,23.3,High,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Offline,1
2322,3,Animal Crossing: New Horizons,37.9,Adults,43.35,Nintendo Switch,No,EA Sports,Epic Games,2022,RPG,No,50.1,High,Average,Average,"Disappointing game, but too many bugs.",Offline,7
2007,8,FIFA 24,25.6,All Ages,44.27,Nintendo Switch,No,Epic Games,Nintendo,2023,Simulation,No,5.3,Medium,Excellent,Average,"Amazing game, but the gameplay is amazing.",Offline,3
2359,31,Street Fighter V,26.6,Teens,43.7,Mobile,No,Valve,Square Enix,2015,Strategy,No,17.8,Ultra,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,10
870,20,Mario Kart 8 Deluxe,31.1,All Ages,28.95,Mobile,No,Capcom,Nintendo,2018,Sports,Yes,50.1,Ultra,Average,Poor,"Great game, but the gameplay is amazing.",Online,3
886,23,Pillars of Eternity II: Deadfire,39.6,All Ages,46.61,PC,Yes,Nintendo,Capcom,2011,Sports,Yes,51.3,Low,Good,Average,"Great game, but the gameplay is amazing.",Online,5
2002,8,FIFA 24,29.6,Adults,22.88,Xbox,No,Rockstar Games,Capcom,2011,Fighting,No,59.1,Low,Good,Excellent,"Amazing game, but the graphics could be better.",Offline,2
2202,17,Just Dance 2024,20.5,Kids,23.51,PlayStation,No,Rockstar Games,Electronic Arts,2011,Party,No,28.8,Ultra,Excellent,Good,"Disappointing game, but the graphics could be better.",Online,2
1414,40,Tomb Raider (2013),37.2,Kids,44.03,PC,No,EA Sports,Innersloth,2023,Shooter,No,53.1,Medium,Good,Good,"Great game, but too many bugs.",Offline,6
1284,27,Rocket League,34.0,Teens,43.58,Xbox,No,Capcom,Electronic Arts,2019,Sports,Yes,37.0,Ultra,Excellent,Good,"Great game, but too many bugs.",Offline,4
620,13,Hades,27.6,Adults,40.73,PlayStation,No,Nintendo,Electronic Arts,2013,Adventure,No,26.1,Ultra,Poor,Good,"Disappointing game, but the graphics could be better.",Online,7
883,32,Super Mario Odyssey,28.9,Teens,30.77,PC,No,Capcom,Innersloth,2022,Strategy,No,48.7,High,Good,Poor,"Solid game, but the gameplay is amazing.",Online,4
797,22,Overwatch 2,33.6,Teens,49.75,Nintendo Switch,No,Bungie,Take-Two Interactive,2012,Shooter,Yes,27.0,Low,Good,Average,"Great game, but too many bugs.",Online,2
2173,40,Tomb Raider (2013),28.2,Adults,40.92,Mobile,No,Innersloth,Innersloth,2010,Party,Yes,26.4,Ultra,Good,Good,"Disappointing game, but too many bugs.",Online,2
1297,3,Animal Crossing: New Horizons,41.4,Teens,53.35,Xbox,No,EA Sports,Capcom,2015,Action,No,52.4,Medium,Poor,Good,"Great game, but the gameplay is amazing.",Offline,6
619,31,Street Fighter V,26.9,All Ages,37.25,Mobile,Yes,Capcom,Valve,2017,Shooter,No,28.3,Medium,Excellent,Good,"Amazing game, but too many bugs.",Online,1
1835,19,League of Legends,22.7,Teens,42.9,PlayStation,Yes,Epic Games,Innersloth,2017,RPG,No,8.7,Ultra,Excellent,Excellent,"Disappointing game, but the graphics could be better.",Online,1
245,23,Pillars of Eternity II: Deadfire,31.4,Adults,44.61,Nintendo Switch,No,Valve,Nintendo,2010,Adventure,No,31.2,Medium,Poor,Average,"Disappointing game, but the gameplay is amazing.",Offline,2
2896,32,Super Mario Odyssey,31.2,Teens,41.41,Xbox,Yes,Game Freak,Nintendo,2018,Action,No,36.9,Ultra,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,6
2498,8,FIFA 24,27.3,Kids,47.34,Mobile,Yes,EA Sports,Electronic Arts,2018,Adventure,Yes,9.9,Medium,Excellent,Average,"Disappointing game, but the graphics could be better.",Offline,3
930,5,Call of Duty: Modern Warfare 2,33.5,Kids,35.33,Mobile,Yes,Valve,Take-Two Interactive,2021,Sports,Yes,50.0,High,Poor,Average,"Great game, but the gameplay is amazing.",Online,2
1271,10,Fortnite,41.5,Teens,59.35,Xbox,Yes,Valve,Square Enix,2017,Puzzle,Yes,38.1,High,Average,Excellent,"Amazing game, but the graphics could be better.",Online,4
520,40,Tomb Raider (2013),31.8,Kids,34.51,Nintendo Switch,Yes,Nintendo,Valve,2016,Party,Yes,46.3,Ultra,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Online,2
2410,25,Portal 2,34.8,Teens,38.24,Xbox,Yes,Epic Games,Capcom,2015,RPG,Yes,49.8,Low,Average,Average,"Disappointing game, but the graphics could be better.",Online,4
8,20,Mario Kart 8 Deluxe,39.2,All Ages,51.67,Xbox,Yes,CD Projekt Red,Square Enix,2012,Party,Yes,49.6,High,Poor,Poor,"Disappointing game, but the gameplay is amazing.",Offline,7
2526,1,1000-Piece Puzzle,22.4,Kids,39.84,Mobile,No,CD Projekt Red,Take-Two Interactive,2013,Strategy,Yes,9.5,High,Poor,Average,"Solid game, but the gameplay is amazing.",Offline,8
2020,34,Tekken 7,37.2,All Ages,57.83,Xbox,No,Game Freak,Activision,2018,Puzzle,Yes,34.1,Medium,Excellent,Poor,"Solid game, but the gameplay is amazing.",Offline,3
495,11,Ghost of Tsushima,22.5,Adults,29.01,Xbox,No,Innersloth,Innersloth,2023,Shooter,Yes,27.5,Medium,Excellent,Good,"Disappointing game, but the gameplay is amazing.",Offline,3
1630,14,Half-Life: Alyx,31.1,Teens,58.43,Xbox,No,Capcom,Epic Games,2021,Puzzle,Yes,7.6,Medium,Average,Average,"Great game, but too many bugs.",Online,10
2881,15,Halo Infinite,35.3,Adults,37.26,PlayStation,No,EA Sports,Nintendo,2016,Puzzle,Yes,52.6,Ultra,Good,Average,"Solid game, but too many bugs.",Offline,3
1063,22,Overwatch 2,39.4,All Ages,56.78,Mobile,Yes,Capcom,Nintendo,2020,Party,No,31.9,Ultra,Average,Poor,"Great game, but the gameplay is amazing.",Online,10
2641,22,Overwatch 2,26.8,All Ages,34.35,PC,No,Rockstar Games,Electronic Arts,2022,Puzzle,No,31.6,Low,Excellent,Excellent,"Solid game, but the graphics could be better.",Online,5
187,4,Bioshock Infinite,31.0,Adults,48.82,PC,No,Epic Games,Square Enix,2016,Shooter,No,17.3,Low,Good,Good,"Solid game, but the gameplay is amazing.",Offline,1
2802,17,Just Dance 2024,23.0,Adults,40.02,Mobile,Yes,Valve,Valve,2022,RPG,No,15.7,Ultra,Good,Poor,"Great game, but the gameplay is amazing.",Online,7
1878,14,Half-Life: Alyx,29.1,Kids,34.8,Xbox,Yes,Valve,Take-Two Interactive,2018,Sports,No,41.2,Low,Good,Average,"Disappointing game, but too many bugs.",Online,5
2141,25,Portal 2,41.2,Adults,58.68,PlayStation,No,Game Freak,Electronic Arts,2019,Shooter,No,45.7,Ultra,Average,Poor,"Great game, but too many bugs.",Offline,5
86,9,Fall Guys,15.2,Kids,25.31,PlayStation,Yes,Valve,Capcom,2016,RPG,No,7.2,Medium,Excellent,Average,"Great game, but the gameplay is amazing.",Online,6
137,28,Sid Meier’s Civilization VI,26.9,Adults,26.99,Xbox,No,Valve,Square Enix,2012,Simulation,Yes,38.2,Ultra,Excellent,Good,"Solid game, but the gameplay is amazing.",Online,3
2469,22,Overwatch 2,19.6,Kids,21.75,Mobile,Yes,Bungie,Epic Games,2020,Strategy,No,30.8,Ultra,Excellent,Poor,"Amazing game, but too many bugs.",Offline,4
2122,12,Grand Theft Auto V,25.2,Adults,28.89,Mobile,Yes,Valve,Valve,2017,Sports,Yes,35.1,Ultra,Excellent,Good,"Solid game, but too many bugs.",Online,1
1637,19,League of Legends,24.6,All Ages,21.94,Mobile,Yes,Innersloth,Square Enix,2014,Simulation,Yes,48.7,Low,Excellent,Excellent,"Amazing game, but the graphics could be better.",Offline,10
2219,35,Tetris,33.7,Adults,56.08,Mobile,Yes,Innersloth,Innersloth,2012,RPG,No,20.4,Medium,Excellent,Average,"Amazing game, but too many bugs.",Online,4
1752,33,Super Smash Bros. Ultimate,31.7,Adults,31.93,Mobile,No,Epic Games,Epic Games,2017,RPG,No,56.1,Low,Excellent,Excellent,"Disappointing game, but the graphics could be better.",Online,2
2218,13,Hades,17.4,Adults,24.82,Xbox,Yes,Game Freak,Valve,2015,Adventure,Yes,12.3,Medium,Average,Excellent,"Amazing game, but too many bugs.",Offline,5
1788,32,Super Mario Odyssey,28.6,Adults,51.6,Xbox,Yes,Epic Games,Square Enix,2018,Sports,Yes,8.7,Low,Average,Average,"Disappointing game, but too many bugs.",Offline,7
872,11,Ghost of Tsushima,27.1,Teens,45.81,PC,No,Rockstar Games,Electronic Arts,2021,Shooter,No,15.5,Medium,Excellent,Good,"Great game, but the graphics could be better.",Offline,6
2370,11,Ghost of Tsushima,20.3,All Ages,27.91,Mobile,Yes,Innersloth,Take-Two Interactive,2020,Adventure,No,17.6,High,Poor,Average,"Disappointing game, but the gameplay is amazing.",Online,3
2504,36,The Elder Scrolls V: Skyrim,22.0,Kids,20.18,PlayStation,No,Game Freak,Innersloth,2017,Puzzle,Yes,40.0,Low,Good,Excellent,"Amazing game, but the gameplay is amazing.",Offline,6
944,40,Tomb Raider (2013),38.6,Kids,47.13,Mobile,Yes,Game Freak,Nintendo,2015,Adventure,Yes,50.0,Low,Good,Good,"Solid game, but too many bugs.",Online,4
1627,11,Ghost of Tsushima,18.4,Teens,25.68,PlayStation,No,Game Freak,Innersloth,2020,Puzzle,Yes,18.3,Ultra,Poor,Average,"Disappointing game, but too many bugs.",Online,7
2838,25,Portal 2,42.6,Teens,51.98,PC,No,EA Sports,Capcom,2021,Shooter,No,48.9,Ultra,Average,Poor,"Amazing game, but too many bugs.",Online,7
2661,15,Halo Infinite,30.1,Kids,27.93,Mobile,No,CD Projekt Red,Epic Games,2011,RPG,No,48.7,Medium,Excellent,Good,"Disappointing game, but the graphics could be better.",Online,7
2937,14,Half-Life: Alyx,46.2,Adults,57.5,PlayStation,No,Bungie,Square Enix,2018,Fighting,No,55.4,Ultra,Good,Excellent,"Solid game, but the gameplay is amazing.",Offline,4
349,26,Red Dead Redemption 2,35.4,Adults,58.3,PlayStation,Yes,Innersloth,Epic Games,2020,Strategy,Yes,21.6,High,Average,Good,"Amazing game, but the gameplay is amazing.",Online,4
1677,16,Hitman 3,38.4,Kids,51.08,PC,No,Bungie,Activision,2013,Fighting,No,37.2,Medium,Good,Good,"Disappointing game, but the graphics could be better.",Offline,6
1197,20,Mario Kart 8 Deluxe,32.9,Kids,57.33,PlayStation,Yes,CD Projekt Red,Valve,2011,Party,Yes,14.1,Low,Excellent,Good,"Amazing game, but too many bugs.",Offline,8
10,4,Bioshock Infinite,24.2,Kids,39.12,PC,Yes,Bungie,Electronic Arts,2018,Shooter,No,21.3,Ultra,Good,Excellent,"Solid game, but too many bugs.",Offline,7
2788,17,Just Dance 2024,20.9,All Ages,21.73,Nintendo Switch,No,Epic Games,Innersloth,2015,Shooter,Yes,34.1,High,Average,Average,"Great game, but too many bugs.",Online,1
1462,38,The Sims 4,29.1,All Ages,31.43,PC,No,Capcom,Activision,2014,Party,Yes,45.6,Medium,Good,Good,"Great game, but the graphics could be better.",Offline,1
667,25,Portal 2,35.3,All Ages,31.16,Nintendo Switch,No,Game Freak,Take-Two Interactive,2019,Simulation,Yes,60.0,High,Excellent,Excellent,"Amazing game, but too many bugs.",Online,6
2594,32,Super Mario Odyssey,30.0,Adults,50.73,Nintendo Switch,No,Innersloth,Nintendo,2016,Action,No,14.6,Low,Excellent,Good,"Amazing game, but too many bugs.",Online,4
1523,27,Rocket League,36.5,Kids,44.4,PlayStation,Yes,Epic Games,Activision,2022,Action,No,50.1,Ultra,Excellent,Excellent,"Amazing game, but the gameplay is amazing.",Online,2
2177,1,1000-Piece Puzzle,29.2,All Ages,49.04,PlayStation,Yes,CD Projekt Red,Valve,2019,Adventure,No,10.0,Low,Excellent,Average,"Great game, but the gameplay is amazing.",Offline,5
601,22,Overwatch 2,26.3,Adults,37.37,PlayStation,Yes,EA Sports,Activision,2015,Sports,Yes,19.8,Low,Average,Poor,"Solid game, but the gameplay is amazing.",Offline,3
2653,10,Fortnite,32.9,All Ages,38.18,Nintendo Switch,Yes,Epic Games,Innersloth,2019,Sports,No,50.8,Low,Excellent,Average,"Solid game, but the graphics could be better.",Online,10
327,40,Tomb Raider (2013),20.1,Kids,28.32,Mobile,No,CD Projekt Red,Take-Two Interactive,2014,RPG,Yes,14.2,Ultra,Poor,Poor,"Disappointing game, but the gameplay is amazing.",Online,1
980,25,Portal 2,25.3,Adults,41.31,Mobile,Yes,Bungie,Square Enix,2013,Simulation,Yes,12.3,Ultra,Excellent,Good,"Disappointing game, but the gameplay is amazing.",Offline,6
2452,19,League of Legends,31.2,Kids,25.74,PlayStation,Yes,Bungie,Epic Games,2011,Sports,No,57.5,Ultra,Poor,Poor,"Great game, but too many bugs.",Offline,4
629,39,The Witcher 3: Wild Hunt,24.4,All Ages,29.74,Mobile,No,Game Freak,Innersloth,2010,Puzzle,No,38.0,Low,Average,Good,"Solid game, but too many bugs.",Offline,6
1630,20,Mario Kart 8 Deluxe,34.9,Adults,54.9,PC,No,Game Freak,Activision,2017,Adventure,No,22.6,Low,Average,Excellent,"Solid game, but the graphics could be better.",Offline,8
2766,29,Spelunky 2,24.3,Adults,21.43,Mobile,No,Epic Games,Electronic Arts,2023,RPG,Yes,51.3,High,Average,Good,"Great game, but the graphics could be better.",Online,3
274,37,The Legend of Zelda: Breath of the Wild,33.0,All Ages,39.82,PC,No,Game Freak,Square Enix,2022,Puzzle,Yes,48.0,Low,Average,Excellent,"Solid game, but the graphics could be better.",Offline,10
685,1,1000-Piece Puzzle,25.9,Kids,22.65,Xbox,No,EA Sports,Square Enix,2021,Adventure,Yes,51.7,Low,Excellent,Poor,"Solid game, but too many bugs.",Offline,4
116,1,1000-Piece Puzzle,35.6,Teens,57.58,PlayStation,No,Capcom,Square Enix,2014,Adventure,No,22.9,High,Excellent,Good,"Solid game, but too many bugs.",Offline,7
861,27,Rocket League,26.6,Adults,38.72,Xbox,Yes,Capcom,Electronic Arts,2015,Shooter,No,19.2,High,Good,Average,"Solid game, but the graphics could be better.",Offline,8
2004,21,Minecraft,26.3,Teens,41.46,Mobile,No,Bungie,Capcom,2021,Adventure,No,20.3,High,Excellent,Average,"Disappointing game, but the graphics could be better.",Online,3
693,12,Grand Theft Auto V,34.7,All Ages,40.96,PC,No,Innersloth,Capcom,2013,Strategy,Yes,50.5,Ultra,Excellent,Good,"Solid game, but the graphics could be better.",Offline,7
1106,12,Grand Theft Auto V,31.8,Teens,51.37,Nintendo Switch,Yes,Epic Games,Epic Games,2018,Puzzle,No,19.8,High,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Online,5
2372,1,1000-Piece Puzzle,27.9,Teens,39.74,Mobile,No,Game Freak,Valve,2015,Strategy,Yes,28.4,Low,Good,Good,"Solid game, but the graphics could be better.",Offline,2
2162,5,Call of Duty: Modern Warfare 2,22.5,Kids,37.11,Xbox,Yes,Capcom,Nintendo,2021,Sports,Yes,11.8,Ultra,Excellent,Poor,"Solid game, but the graphics could be better.",Offline,1
1793,6,Counter-Strike: Global Offensive,24.1,All Ages,35.31,Xbox,Yes,EA Sports,Innersloth,2016,Action,Yes,25.8,Low,Good,Good,"Amazing game, but too many bugs.",Online,8
154,37,The Legend of Zelda: Breath of the Wild,29.1,Adults,57.51,Xbox,No,Capcom,Square Enix,2016,Adventure,No,6.3,High,Poor,Average,"Solid game, but the gameplay is amazing.",Online,10
1901,9,Fall Guys,35.7,Teens,41.73,PC,Yes,Rockstar Games,Electronic Arts,2011,Adventure,Yes,50.4,Ultra,Excellent,Average,"Solid game, but the graphics could be better.",Offline,2
1428,2,Among Us,41.1,All Ages,53.42,PlayStation,No,Capcom,Capcom,2020,Puzzle,No,43.8,Medium,Average,Good,"Great game, but the graphics could be better.",Online,7
1290,23,Pillars of Eternity II: Deadfire,37.5,Kids,50.98,PlayStation,No,Nintendo,Activision,2017,Party,No,40.1,High,Good,Good,"Solid game, but too many bugs.",Online,4
