user_id,item_id,User Rating
589,3,3.41
1621,10,3.11
2606,10,4.36
2953,35,2.93
2527,1,2.0
2535,0,3.59
1595,39,2.95
566,31,3.55
2572,37,3.73
704,28,3.41
2869,19,3.07
858,1,3.14
1285,8,2.49
585,36,3.43
2734,2,2.86
232,36,3.98
2318,18,2.59
2988,30,3.13
2922,24,3.68
1246,25,3.03
52,18,2.82
2164,0,2.12
538,14,4.45
541,28,3.47
1043,19,1.48
815,9,3.98
1416,9,2.84
2839,34,2.57
1653,17,3.56
2666,4,2.98
419,4,3.09
2357,16,2.56
864,5,3.1
186,3,4.07
261,19,3.82
1552,37,2.93
1297,27,2.98
2208,35,3.68
2918,36,4.14
762,4,3.05
224,39,3.81
1280,2,2.94
180,34,3.01
2068,3,2.48
1648,14,3.48
632,21,1.93
1537,12,2.94
2106,6,1.81
2771,2,3.98
1964,7,2.37
615,30,2.15
562,34,2.95
2422,20,2.18
622,26,2.95
2136,8,3.44
1014,2,4.45
2062,39,3.09
2181,6,3.28
1961,32,2.22
1058,8,3.4
2940,29,2.82
592,9,3.61
583,24,3.62
1614,11,2.41
1102,36,2.35
289,19,2.8
1569,31,2.96
2927,31,4.11
1444,34,3.04
7,24,3.59
1184,18,3.16
240,5,2.8
1987,6,3.03
1447,23,2.11
2584,5,2.67
1750,30,3.28
2118,17,3.18
1904,2,3.07
2264,6,3.29
1078,38,3.03
2854,13,2.27
2378,2,3.65
848,1,2.62
1312,11,3.33
2093,20,2.96
2877,7,1.91
2246,8,2.73
1240,17,2.25
1505,0,1.46
1333,27,4.3
2944,3,2.13
2380,29,1.78
696,27,3.28
27,16,1.89
2366,36,3.38
2413,36,2.88
960,16,2.5
1527,38,3.18
1869,10,3.4
373,25,3.56
1950,4,3.84
245,8,2.42
1841,6,2.94
1677,0,3.74
2526,18,2.13
125,28,1.47
537,30,2.97
2754,16,1.82
1920,8,2.0
1636,0,1.92
1426,34,1.49
1541,35,2.33
531,11,3.9
2834,17,3.37
254,26,1.74
2169,21,2.48
661,28,1.66
1802,30,3.91
1061,22,4.56
1366,19,3.93
1037,32,2.81
1207,21,3.98
2136,16,3.7
2094,19,3.01
1143,8,2.54
2981,22,2.53
1555,30,2.55
1756,33,3.35
1966,11,2.52
745,17,3.35
1630,34,2.46
967,14,3.64
763,16,3.23
2810,11,2.9
794,22,3.06
744,34,1.94
1070,24,3.3
1532,28,1.6
558,20,2.73
1995,11,1.97
526,26,3.69
2645,15,4.46
840,35,4.04
3,12,1.75
1052,22,2.81
1405,24,2.15
157,18,2.35
2903,0,2.8
1938,0,3.91
1955,15,2.11
511,16,2.98
687,34,3.62
1138,9,3.74
1413,6,1.69
1511,4,3.19
571,39,2.86
715,34,3.92
1339,8,3.6
2287,33,2.27
2351,5,2.56
2655,13,3.15
991,10,3.34
334,37,2.33
2161,6,2.98
1645,3,2.51
362,12,1.58
1881,11,2.88
2849,39,2.49
2145,24,2.08
1982,31,3.92
2064,20,2.24
2604,12,3.69
1978,12,4.12
376,8,4.21
742,27,3.88
390,30,2.93
2668,15,2.47
1241,39,3.01
824,28,2.66
2368,36,1.78
2244,12,2.55
418,13,4.25
607,10,3.28
568,18,2.39
544,6,4.17
2279,38,2.3
884,16,4.67
2569,21,2.25
703,38,3.31
1224,33,3.19
2894,37,3.45
2721,15,4.34
1623,3,2.89
2069,38,2.71
2636,23,2.87
2946,22,2.75
1787,26,1.88
1620,29,3.03
1458,9,4.17
2419,15,3.47
1584,14,2.62
1915,16,3.42
78,10,1.93
1309,24,2.71
648,31,3.52
2188,19,2.39
553,28,2.63
998,22,3.28
282,0,4.46
1282,26,3.4
1847,4,2.2
1384,24,2.85
2488,32,3.06
2318,19,4.46
1158,1,2.12
2794,19,2.98
104,11,3.16
766,0,3.19
2143,21,3.39
2777,18,3.46
1597,22,3.17
480,5,4.24
2828,31,4.01
2061,4,4.4
1964,12,3.11
2649,35,3.26
2143,2,3.82
2341,9,3.77
2073,20,4.09
1296,37,2.09
1529,18,3.5
1190,29,3.74
939,36,4.21
762,9,3.13
654,21,3.21
1670,31,3.83
2686,27,3.03
2539,0,2.21
1932,31,3.72
1127,13,2.7
1926,36,3.39
575,31,3.22
2342,4,4.51
2944,16,3.69
1330,23,2.15
1278,16,3.13
1204,22,2.4
40,12,2.23
2824,18,2.06
520,28,3.13
1640,21,3.54
2594,8,2.94
2284,18,2.79
463,24,4.02
1252,13,2.85
1849,14,3.04
483,26,3.81
2478,31,2.33
343,4,3.58
1197,21,2.07
1463,23,3.9
1203,16,4.27
1622,12,3.0
2181,9,3.39
2399,33,1.98
2554,38,1.99
2132,27,3.2
993,7,3.45
2878,14,2.81
2909,22,3.32
2391,5,2.52
2914,15,3.2
1190,37,3.44
2341,26,3.06
1604,24,2.03
1194,14,2.82
598,20,1.84
645,17,3.85
448,33,2.4
2738,19,3.75
2903,19,2.57
2550,11,2.66
764,26,3.93
735,23,2.88
1643,23,3.34
2298,20,3.61
601,16,2.53
2173,33,2.83
2161,25,2.3
981,15,2.96
1783,37,2.46
2198,12,2.61
2923,0,3.28
2391,38,2.94
580,2,2.58
783,16,2.54
2369,30,3.53
2870,14,3.42
532,27,3.1
1513,14,1.75
2540,30,3.45
612,0,2.42
2300,19,2.83
2006,22,3.45
1101,1,2.61
1671,31,3.54
1416,2,2.35
1436,32,2.28
2221,13,4.09
875,21,2.8
2249,11,2.04
217,19,1.76
376,16,2.85
1610,14,4.06
11,3,2.85
2940,16,3.53
1614,1,4.17
2483,16,2.27
818,13,2.93
1297,30,3.22
2979,23,3.31
691,30,2.9
1600,34,3.68
1533,34,2.1
1156,36,2.17
2903,20,3.09
1948,19,1.89
784,30,2.58
2367,26,3.16
2892,7,3.34
1973,33,3.18
1877,26,3.24
2669,18,1.61
785,25,2.65
397,33,3.69
1082,14,1.53
1504,24,3.37
2034,39,3.81
1615,3,4.33
460,34,1.86
2109,22,2.95
2417,7,1.99
2767,37,4.32
546,6,3.56
2544,30,4.06
497,7,2.89
505,8,4.37
1093,33,3.67
2209,25,3.78
1638,17,4.21
718,35,4.25
1593,34,2.4
1409,25,2.35
269,33,3.06
1947,12,3.35
1478,39,3.6
2747,15,4.14
1542,29,4.07
865,27,3.43
2398,0,4.15
110,10,2.96
2455,22,1.62
650,28,2.84
2099,8,4.12
1500,6,3.95
1111,12,4.23
596,30,2.71
979,18,2.62
731,35,2.77
57,13,3.96
2786,21,3.41
2244,22,3.32
1784,31,1.54
1702,37,2.82
1287,30,3.42
112,12,2.97
2813,34,3.79
711,20,3.89
1202,34,1.8
948,23,3.12
26,19,3.22
2458,17,2.26
758,8,2.27
2579,6,2.6
1801,36,2.91
1556,10,2.04
2797,16,2.7
1842,23,3.6
2294,2,2.94
1105,7,3.73
662,12,2.38
909,32,1.34
2444,29,3.17
522,23,3.2
1857,27,2.48
1760,19,3.05
2974,37,3.68
2312,1,2.5
790,4,2.88
1298,11,3.33
1730,26,3.58
172,8,2.24
265,9,3.27
1987,7,2.36
1050,11,4.06
1493,30,2.41
1886,36,3.29
476,31,3.04
2404,26,1.71
1050,14,2.88
34,17,2.07
2312,33,2.69
1162,30,2.93
816,1,3.6
2923,4,3.75
754,39,2.57
566,39,1.79
462,32,2.94
1655,15,3.09
2703,17,2.09
81,28,4.06
2805,7,3.74
1938,33,2.03
870,7,2.21
1431,0,3.71
1070,12,2.62
599,19,3.01
1635,1,3.77
807,21,2.61
1935,8,2.99
1077,8,3.73
704,22,2.38
2524,26,4.33
2640,26,3.27
2064,19,1.13
487,15,3.55
706,10,3.63
1526,8,3.14
1165,32,2.74
620,6,2.68
777,7,3.0
447,6,2.89
2338,15,3.85
209,3,1.91
1499,25,1.86
2461,10,3.17
2725,0,3.3
1451,20,3.98
1878,33,3.03
2712,5,3.31
2338,33,3.03
1292,28,3.72
2199,2,1.77
1743,37,3.2
1279,25,2.73
1401,33,2.69
1677,15,2.77
855,13,2.64
1382,6,2.62
2656,22,3.04
2418,8,1.93
705,21,3.96
826,27,3.55
1005,24,2.45
377,12,2.87
973,15,3.8
118,30,1.67
444,3,4.13
755,32,2.65
640,25,2.92
2172,1,3.17
2706,36,3.51
1301,5,2.76
2870,12,3.16
2712,2,3.28
2408,14,3.28
623,15,2.0
1493,33,3.77
2009,27,3.49
1652,32,3.43
1724,12,3.5
1920,27,1.53
919,22,1.92
1174,0,2.3
2500,35,2.66
1186,37,3.32
120,32,1.94
582,20,2.88
1948,8,2.8
2147,1,3.16
1191,30,2.8
1687,16,2.49
2000,13,2.59
2562,9,2.48
2712,39,3.26
401,3,4.14
2413,32,3.66
1350,4,3.11
2629,10,3.35
1657,37,3.86
621,34,1.74
2876,8,2.7
247,38,3.16
2482,0,3.66
1117,28,4.61
2663,3,2.03
2991,11,2.91
624,33,2.47
2369,12,3.38
1840,20,2.42
2904,0,3.44
2110,26,3.96
300,12,2.55
403,20,2.16
1672,11,2.26
253,3,2.17
1758,27,3.17
2526,26,2.62
1393,13,3.5
1965,13,2.96
160,32,3.93
205,17,3.93
1162,14,3.47
1392,34,4.31
858,2,1.53
760,9,3.33
1591,31,3.5
2769,25,2.86
2116,22,3.87
133,36,2.74
1724,16,2.71
2967,31,2.91
430,7,2.63
2356,26,1.65
2698,8,2.89
1198,21,2.65
2460,22,3.95
97,2,2.12
1707,24,2.35
1178,3,3.32
1719,34,2.81
1266,29,4.03
1328,37,2.23
1309,32,3.61
1051,11,3.49
1384,4,2.23
2250,20,3.89
2810,28,1.94
2922,30,2.84
581,16,3.2
2418,26,2.25
533,25,3.07
1176,30,3.19
1126,27,3.93
899,31,2.74
2655,15,2.13
1470,25,2.99
2921,23,2.9
1253,5,4.42
770,34,2.93
834,33,1.92
1905,31,3.06
2986,19,3.25
2284,27,3.17
2210,25,2.17
554,27,3.85
2836,31,1.63
1092,20,2.53
1197,3,3.49
1661,11,2.97
559,37,3.11
261,30,3.04
2265,14,2.53
1841,15,2.69
1148,10,2.78
805,3,2.55
1186,13,1.67
2249,15,3.92
2450,39,3.29
275,21,3.1
206,27,3.0
1724,5,3.39
867,19,2.51
93,0,3.72
1066,9,2.51
2427,0,1.42
1352,3,2.66
2113,17,2.88
365,27,2.38
821,21,3.39
1508,23,2.87
2030,34,3.58
1925,18,2.44
2588,30,1.83
1086,23,1.86
2539,30,3.45
1297,4,2.43
2277,38,3.29
1044,10,2.32
3,24,3.37
1754,2,1.94
911,27,3.19
307,15,3.32
2480,17,3.03
136,15,2.82
1933,3,2.18
2563,5,2.88
2241,26,3.14
1609,30,3.26
1439,25,4.66
873,16,3.8
1142,6,2.26
666,29,2.6
209,0,3.2
952,33,3.8
1058,19,2.07
649,35,4.03
1342,37,1.92
2168,36,1.99
627,32,2.91
525,23,2.41
1605,27,3.02
1869,19,4.25
769,13,4.48
2560,6,2.11
2095,36,3.83
772,14,3.96
740,20,2.97
522,26,3.59
1401,11,1.86
2182,26,2.93
248,27,4.23
1342,22,2.76
2484,29,3.23
1859,3,3.43
686,19,2.89
586,7,2.77
2399,28,1.94
143,25,3.37
967,22,3.13
2852,26,3.28
718,1,3.2
643,6,2.44
2549,18,3.97
370,11,3.39
1110,0,1.74
787,35,2.49
2787,3,2.36
1484,30,3.18
950,33,3.43
1349,11,2.58
522,18,4.04
2537,37,2.73
1953,23,1.89
2445,22,4.19
2944,33,2.53
355,25,4.12
947,35,2.04
2336,23,2.83
1483,39,4.0
1648,13,2.77
536,7,1.68
1315,16,3.45
2899,35,1.71
2886,17,3.46
2216,4,1.26
950,5,2.48
621,0,2.7
428,24,2.3
1726,7,2.56
2538,39,2.53
2403,31,3.72
2244,31,3.28
545,32,4.08
2765,28,4.09
824,6,3.31
2980,4,3.39
1003,7,2.23
659,0,2.73
2987,28,2.07
2828,12,3.32
2059,32,2.12
2444,34,2.06
731,12,3.17
1833,30,2.93
409,23,1.72
2410,22,3.0
84,13,2.87
2204,22,4.03
707,20,3.76
1962,0,4.03
2520,30,2.45
2667,7,3.14
1448,17,2.91
134,25,2.06
788,15,3.33
2955,31,3.26
864,17,3.4
667,14,3.03
277,2,2.66
1776,21,1.93
882,1,2.94
2061,18,2.73
2390,39,3.33
2083,1,3.76
2607,37,3.43
1238,14,1.24
2453,4,4.23
2706,28,2.06
159,38,3.53
1134,4,4.26
2597,1,2.43
1852,36,3.57
279,30,1.95
2527,25,2.53
111,22,3.47
2479,5,1.56
542,33,3.07
1139,26,3.41
360,13,4.39
2420,0,2.72
1239,28,1.67
1757,3,2.09
955,20,1.3
2307,3,4.38
2826,25,4.66
2168,35,2.55
976,36,2.11
913,28,3.88
1152,36,3.8
723,29,2.73
2571,17,3.27
1712,17,3.63
325,36,3.07
1530,25,3.27
1550,20,3.56
1074,28,2.79
1946,39,2.58
1608,8,3.48
2117,7,2.58
391,8,2.76
2431,10,2.18
16,22,2.05
846,12,4.37
869,25,3.75
568,5,3.21
2180,27,3.42
2020,8,2.21
2321,34,4.57
1647,21,2.27
2532,1,3.37
2598,28,3.28
357,4,3.08
1657,17,1.99
2281,3,3.14
36,9,2.38
2461,33,4.07
1028,29,2.76
2092,17,3.48
2616,1,2.71
2788,25,3.5
114,25,3.5
1773,34,2.92
2445,34,1.77
1198,15,3.49
1279,25,3.57
466,4,3.21
1488,11,3.48
847,24,3.46
502,23,3.2
441,30,3.6
2117,4,2.93
326,39,2.77
1766,4,3.22
67,39,4.07
304,31,2.6
972,10,4.5
484,7,2.52
929,31,1.8
1441,1,2.83
149,28,2.94
2632,38,2.09
2296,10,2.38
1125,1,3.36
2750,16,1.55
96,29,3.52
282,18,2.67
2370,4,2.84
529,11,3.64
2311,9,4.01
1643,11,3.16
580,23,3.9
1664,19,3.1
2342,3,2.41
1632,13,2.52
2443,31,2.98
2561,29,2.03
2969,19,2.98
810,39,2.34
2968,18,1.96
693,24,3.83
235,18,2.28
952,4,2.44
1855,8,1.93
1361,32,2.5
1032,16,2.56
1467,2,2.86
1965,7,2.77
539,8,4.3
820,17,2.27
1682,21,3.92
272,21,3.54
1029,35,2.26
1923,39,4.12
1243,23,2.53
1142,16,3.4
593,22,3.78
1606,38,2.69
115,37,2.95
2311,34,2.99
1678,29,2.03
1446,39,2.15
207,32,3.61
2351,7,3.39
112,3,4.19
1441,11,3.06
1883,18,2.67
185,18,3.82
1765,13,4.19
901,34,4.47
221,12,2.73
1468,36,2.53
1094,29,3.61
2946,33,3.12
2670,7,2.32
2475,6,3.82
2692,19,3.75
2616,9,3.45
2013,14,3.92
2491,11,2.9
601,5,2.44
1161,33,1.7
504,22,3.51
2179,34,2.04
218,18,2.06
2736,21,2.94
2219,24,2.89
1499,28,3.16
612,6,3.45
1153,18,2.67
57,25,3.62
1205,31,3.61
246,31,2.79
144,19,2.86
368,13,2.83
1483,27,3.23
2266,1,2.55
616,16,4.01
1882,2,1.95
1589,5,2.0
2490,31,4.26
2889,2,2.83
699,3,2.09
876,31,2.06
1686,34,2.01
2824,15,3.64
2810,28,4.21
945,21,2.68
923,4,2.52
2983,1,3.38
1747,28,4.21
25,39,2.25
2854,37,1.57
1688,12,3.7
1560,32,4.18
2812,5,4.16
1084,5,3.46
434,36,2.96
2927,17,3.05
1090,2,2.3
2958,4,2.21
2613,31,2.32
1952,32,3.58
2154,27,3.58
96,32,3.33
168,7,2.31
2090,33,3.97
1903,15,3.07
2152,9,2.22
1869,6,3.84
2568,14,2.32
1999,2,3.06
2330,18,3.7
2995,16,2.71
1134,35,4.28
2011,29,3.62
749,36,2.86
1892,33,2.79
831,39,3.37
49,15,2.77
115,30,3.18
1179,2,1.6
1673,5,2.77
2551,18,2.18
71,2,1.53
1360,18,3.66
67,23,2.13
1517,38,3.06
1674,16,3.04
1778,21,3.31
967,28,3.83
2229,33,2.34
1790,10,2.83
613,35,2.08
1887,22,2.08
1623,17,3.73
697,0,2.25
2651,39,3.17
2296,23,2.86
1238,3,2.82
2407,23,3.9
249,2,4.3
638,13,4.51
950,15,2.74
1905,4,2.48
1112,27,2.41
2711,26,2.0
176,13,3.31
723,16,3.29
2474,10,2.1
771,10,4.19
1948,2,2.73
703,10,2.01
2129,34,4.35
927,29,2.29
138,9,2.47
2518,14,3.52
2398,27,3.85
1150,23,3.48
1941,35,3.91
1892,19,2.58
1879,27,1.49
1254,18,3.21
1484,19,2.86
1369,6,4.59
310,13,2.19
1044,18,4.06
1671,10,2.75
1565,9,1.88
1584,28,3.56
1501,2,3.75
2317,39,3.09
770,2,2.99
16,30,2.25
606,11,3.04
1382,13,1.9
813,6,2.7
1991,0,2.71
2530,20,1.88
895,6,1.98
1568,31,2.25
2317,34,1.45
414,31,2.06
25,2,2.67
2005,24,3.46
316,26,3.6
571,30,2.77
725,29,3.85
1850,15,3.13
1300,1,4.76
1954,34,3.89
389,23,2.14
2770,6,3.46
444,29,4.35
2745,18,2.43
971,36,4.25
2769,8,3.9
2416,21,3.15
1965,4,3.1
2390,34,3.15
1829,30,2.32
304,14,4.09
764,9,3.56
1974,11,1.54
816,23,2.47
2160,11,4.04
878,1,4.32
2978,2,2.64
703,34,2.83
2894,39,3.63
944,39,2.14
2327,23,1.64
2430,39,4.3
2061,32,3.02
303,33,3.17
1580,19,2.24
160,28,2.12
2202,1,2.53
2802,22,1.55
2229,17,2.11
1204,12,4.01
2425,24,3.11
2824,35,3.08
1192,5,2.2
1174,18,4.01
2064,24,3.4
1115,6,4.31
1144,38,3.09
1980,26,4.28
253,7,3.44
1433,9,2.55
2079,10,1.98
731,30,3.61
2337,7,1.59
498,25,3.5
1429,34,3.29
548,2,2.66
961,31,3.36
132,34,3.81
1348,17,4.15
858,20,3.6
1156,31,1.97
2033,8,2.62
521,21,3.76
30,2,2.37
2675,6,3.05
2052,22,2.92
509,32,2.97
1261,8,2.43
1559,7,1.74
16,32,2.12
997,4,3.24
1608,4,2.03
1840,2,3.36
2017,8,2.49
1254,7,3.2
1744,39,2.77
2311,31,2.94
1089,17,3.26
2313,4,3.19
1362,20,2.87
378,23,2.87
1199,35,3.57
476,7,4.55
1290,29,4.3
329,39,2.11
1840,3,3.69
1187,36,3.29
438,36,2.25
1391,39,3.29
1774,27,3.32
1223,20,2.23
1524,35,3.09
2064,12,2.5
1845,16,3.27
1320,33,2.56
868,20,3.32
2559,17,3.2
1812,34,4.12
984,33,1.76
1263,14,3.22
2629,15,3.93
1325,5,3.17
2054,3,2.93
1019,3,2.72
1790,10,1.93
807,9,3.04
1894,23,4.13
1410,33,2.74
2667,18,3.57
1319,8,2.38
1142,22,3.19
405,19,2.92
1787,4,3.08
594,19,2.11
2614,30,3.59
2800,38,3.61
12,31,3.08
2213,20,4.03
2926,24,3.01
1318,10,3.04
1543,12,3.66
2126,32,3.35
614,17,2.8
1987,24,3.13
869,27,3.11
812,20,3.73
1823,24,3.6
767,31,3.88
82,0,4.92
1745,38,2.64
2257,37,4.05
522,2,1.99
1328,14,2.21
994,34,2.3
2513,24,2.94
1526,28,3.9
1470,33,3.82
2676,4,2.02
1514,12,2.13
781,19,1.9
1452,35,3.24
559,20,3.21
2139,26,3.64
2038,14,4.42
1754,28,3.35
860,2,2.3
1613,38,4.21
556,7,2.24
156,26,2.56
2050,1,2.38
1381,35,3.24
825,7,3.52
1593,27,2.1
2850,20,3.87
1082,6,2.55
1204,7,3.27
493,32,2.8
669,29,2.27
75,23,3.57
2992,25,1.39
371,2,4.04
587,10,2.03
329,29,3.95
590,22,3.5
1791,3,1.56
777,16,3.48
2023,31,2.96
2352,28,2.66
579,7,2.6
221,22,1.91
1188,17,2.23
1504,27,3.14
2423,27,2.94
1708,8,2.87
1746,27,3.61
188,34,2.92
1215,20,2.67
1110,9,3.26
2522,1,4.28
844,8,1.22
531,23,2.92
1071,10,4.18
963,36,2.54
2523,29,1.89
1170,6,1.39
2994,9,3.2
1406,11,3.15
517,38,3.89
1889,11,3.4
2474,32,3.79
1492,38,2.17
1118,1,2.74
133,37,3.44
314,9,1.89
591,32,3.39
1544,19,3.71
2207,19,3.33
2709,13,2.51
1886,9,2.45
1627,13,2.11
748,12,3.83
1498,9,2.38
801,26,3.12
2458,19,2.86
1498,17,3.22
1380,36,3.32
680,17,3.89
2162,1,4.38
897,18,2.95
1547,32,2.76
1794,17,3.45
2113,23,2.59
684,3,1.4
1296,26,2.79
1686,19,1.83
1386,34,4.37
2194,13,3.07
943,4,3.56
1310,12,2.16
1034,33,3.37
2787,24,3.02
2234,18,1.59
1621,33,3.4
2883,10,3.71
809,33,2.62
171,18,2.21
2261,23,2.6
1554,13,2.19
1596,29,1.6
1624,15,2.75
27,2,3.04
1014,25,3.12
1092,31,4.01
2838,28,3.61
408,39,2.07
1133,14,4.09
74,20,2.95
2626,8,3.98
680,24,3.39
1392,29,2.98
2834,4,2.66
849,9,3.77
870,28,2.51
237,29,4.31
2775,5,2.06
2426,13,3.52
2709,38,3.88
2878,37,3.38
906,11,2.46
2424,33,2.91
619,5,3.1
2701,33,3.24
1033,5,2.87
2244,16,3.35
2855,30,2.99
2941,12,2.95
1314,28,2.76
2985,11,2.61
847,1,2.88
2866,32,2.98
1924,5,3.0
2612,22,1.83
634,7,3.71
2727,7,2.9
1018,27,4.5
8,26,2.34
1393,18,2.82
1069,5,3.08
2392,19,4.26
1781,35,1.74
2844,14,4.02
1643,22,2.22
1217,38,3.37
849,6,4.14
1381,31,4.38
62,7,3.38
1086,38,3.1
2470,21,3.25
1818,13,2.78
633,11,3.4
792,28,3.71
2599,25,3.43
1301,26,3.33
2654,3,2.31
1455,37,3.98
1139,39,1.47
1712,30,2.82
525,13,3.57
2021,26,1.56
899,38,2.95
2211,4,3.04
787,8,2.71
2958,36,2.17
1361,13,2.49
2427,5,3.31
173,27,2.92
1000,38,2.17
1811,11,3.99
64,15,2.83
1346,36,3.33
975,24,3.27
66,22,1.75
1867,35,2.36
1623,28,3.37
458,35,2.74
1603,34,3.84
2501,5,2.04
1958,21,1.63
1741,11,3.8
1450,10,3.61
1960,13,2.46
2226,27,1.85
1955,30,2.91
280,26,2.5
2392,19,3.91
1041,2,2.41
2344,7,4.2
2250,20,4.17
962,17,2.06
2732,31,2.39
1943,10,3.83
1218,38,2.04
375,38,1.84
1912,38,2.45
35,6,2.58
1393,2,3.79
2077,29,3.89
775,27,2.85
221,22,1.88
2101,5,1.82
2839,30,2.04
2124,25,1.39
494,19,2.89
1712,20,3.27
2165,28,3.72
280,12,2.99
746,28,3.48
2997,16,2.91
2812,11,3.32
2343,34,1.62
1475,32,2.23
1858,10,3.77
1542,7,3.2
1097,19,3.65
2890,38,4.07
1060,14,4.67
1923,11,3.89
2006,34,2.83
497,21,3.49
2254,4,3.21
2474,28,2.68
44,10,3.17
1852,32,2.43
2653,27,2.13
454,5,4.25
595,10,3.04
1357,11,4.24
507,32,3.52
794,26,2.74
21,25,2.87
1400,27,3.2
2668,15,3.39
2462,25,3.61
1095,20,3.06
1428,37,2.91
1586,32,2.02
1815,39,3.26
1421,9,3.36
337,34,1.92
1668,22,3.76
910,32,3.03
276,5,2.7
892,9,1.77
13,18,3.78
1027,37,3.31
974,26,4.08
175,32,2.81
1409,18,4.32
1626,14,3.09
1944,29,2.6
2289,28,2.33
547,33,3.67
2062,21,2.55
1219,22,2.18
1421,2,2.99
1455,38,3.36
2773,32,2.3
1434,0,3.87
3,11,1.91
2739,3,3.88
1843,24,2.57
747,11,3.15
2817,35,3.12
872,9,3.62
495,32,2.49
2465,26,3.04
1415,8,2.36
628,3,2.35
1076,34,3.81
142,24,3.4
1488,20,2.75
46,2,4.12
2892,20,2.93
2058,5,3.09
664,20,2.99
573,15,2.79
2030,5,3.86
1554,27,2.19
1622,20,2.05
2697,0,3.74
913,24,2.33
640,10,2.86
2664,29,2.69
2746,3,2.82
909,1,2.76
2226,29,2.3
869,2,1.78
1030,2,1.32
853,19,4.18
307,27,3.97
2596,39,2.01
2375,39,3.1
1817,25,2.64
395,16,2.84
2348,27,3.28
749,15,3.9
2333,16,3.3
330,6,3.04
2098,2,3.09
2032,5,3.31
773,17,2.84
1646,33,3.92
1733,31,3.0
378,24,3.79
1788,10,3.13
1624,10,2.76
1000,2,1.62
1849,38,2.29
1562,24,3.62
774,15,4.04
1084,18,2.38
2916,30,2.42
1804,14,4.23
1099,34,1.94
2051,3,4.03
1599,12,2.88
748,24,2.93
1472,17,2.77
1765,13,4.6
2323,10,3.99
1554,18,3.03
1616,21,4.39
2263,37,4.55
1509,17,1.93
329,18,4.5
2303,33,2.25
1411,16,3.94
126,24,2.2
767,23,2.46
1574,25,3.43
1228,1,4.14
1196,11,3.23
1759,34,2.38
217,35,2.69
1360,27,2.16
1322,21,2.7
832,21,3.93
182,7,2.37
334,4,3.41
511,3,2.87
383,29,2.99
1897,3,2.24
332,15,2.73
1189,23,2.9
1266,32,4.34
900,26,2.5
642,3,3.15
1251,0,3.44
634,8,3.34
2499,15,4.4
196,12,3.12
1894,34,3.28
458,31,2.81
830,29,4.08
2305,24,3.69
2057,3,2.9
2809,15,2.4
2997,37,2.22
1225,11,3.13
887,35,1.86
393,25,3.92
1676,11,2.5
2447,30,2.24
2379,10,3.22
2528,16,2.27
2182,0,3.71
916,36,3.15
935,18,2.76
355,8,2.7
2632,1,2.64
1522,36,3.85
2673,30,2.78
2338,9,4.07
2873,2,3.38
629,37,3.61
2680,5,2.24
1171,34,3.49
327,11,4.57
1439,19,2.46
2258,10,2.6
1422,36,3.6
1127,10,3.13
2684,25,3.43
1781,35,2.4
1532,8,3.23
1915,19,2.83
2916,15,2.33
1233,17,4.11
1957,39,2.58
2476,11,3.01
393,17,3.12
826,23,3.04
2964,21,3.13
1913,18,2.56
2396,9,2.37
50,30,2.68
2964,37,4.01
1397,22,3.83
1051,17,2.32
800,14,4.08
1793,28,2.91
2697,4,2.24
1364,23,2.16
2349,6,3.68
1566,29,3.77
2214,31,2.61
2364,24,2.55
1,7,3.44
1020,26,1.87
1285,0,2.92
63,25,3.18
2531,7,3.04
1870,16,3.18
2270,3,2.1
152,32,3.24
644,6,3.81
626,25,1.81
217,18,4.35
196,34,1.84
1015,38,3.64
2695,6,1.9
2756,39,3.19
1522,20,3.2
1579,33,4.31
1081,37,4.0
1528,38,2.4
722,29,3.52
1608,35,2.44
1760,15,3.06
1563,9,3.62
640,9,3.66
2154,17,3.67
165,5,2.2
215,21,3.18
1095,24,3.81
90,13,2.0
1796,23,3.3
2922,3,2.56
1252,6,1.9
1103,33,3.18
608,3,3.3
349,23,2.42
2942,22,2.53
246,23,3.1
272,17,3.28
2031,15,1.73
403,24,3.92
1466,0,3.94
1196,8,2.75
2946,8,2.96
1080,7,2.27
1615,5,3.54
1127,24,1.56
284,2,3.14
517,21,4.66
2666,10,2.3
1302,16,4.15
612,2,4.02
750,5,2.94
1293,30,2.97
1857,6,2.7
400,8,4.49
1527,15,3.77
2025,37,2.55
2134,20,2.48
320,35,4.42
1056,18,3.39
336,0,2.61
2099,32,4.41
174,37,2.78
1642,29,2.63
501,34,2.87
2124,3,2.41
2364,19,1.96
1857,2,3.46
1897,37,2.25
1664,35,2.89
1719,26,3.33
1779,18,2.53
697,10,3.24
732,38,3.35
1095,22,2.84
2902,18,2.77
2714,19,1.86
652,8,2.82
1095,10,4.32
46,6,3.61
1071,21,3.19
1446,4,4.12
2197,15,1.44
2958,12,2.63
456,32,2.93
1663,32,3.14
2925,39,3.35
966,17,2.18
2021,24,3.18
869,4,2.94
1529,36,3.24
2977,15,1.88
1001,25,3.47
774,19,3.56
2292,2,3.9
2522,11,3.6
2430,29,1.75
1127,31,1.59
2537,12,3.59
1061,12,2.69
1678,38,4.23
1544,39,3.41
397,30,2.07
2344,28,3.95
107,38,2.22
2908,11,2.36
954,36,2.68
2578,19,3.42
1849,22,2.73
934,18,3.05
288,35,2.57
706,21,2.6
2044,17,1.81
1485,6,3.97
215,6,3.18
